Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Modified Date,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Parent Identifier,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Publisher E-Mail,Publisher URL,Purpose,Related Resource Citation,Related Resource Identifier,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Revision Date,Resource Status,Resource Title,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Responsible Party Identifier,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2009_EML,00042-metadata.xml,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,1.0
2009_EML,00043-metadata.xml,1.0,56.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,305.0,0.0,0.0,0.0,1.0
2009_EML,00044-metadata.xml,1.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,1.0
2009_EML,00045-metadata.xml,1.0,18.0,1.0,5.0,5.0,0.0,5.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,366.0,1.0,1.0,1.0,10.0
2009_EML,00046-metadata.xml,1.0,9.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,181.0,0.0,0.0,0.0,1.0
2009_EML,00047-metadata.xml,1.0,7.0,1.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,153.0,0.0,0.0,0.0,1.0
2009_EML,00048-metadata.xml,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,142.0,0.0,0.0,0.0,1.0
2009_EML,00049-metadata.xml,1.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,171.0,1.0,1.0,1.0,1.0
2009_EML,00050-metadata.xml,1.0,41.0,2.0,5.0,5.0,0.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,15.0,25.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,470.0,1.0,1.0,1.0,1.0
2009_EML,00051-metadata.xml,1.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0
2009_EML,00052-metadata.xml,1.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,296.0,0.0,0.0,0.0,2.0
2009_EML,00053-metadata.xml,1.0,64.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,9.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,305.0,1.0,1.0,1.0,1.0
2009_EML,00054-metadata.xml,1.0,31.0,1.0,2.0,2.0,0.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,24.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,293.0,0.0,0.0,0.0,5.0
2009_EML,00055-metadata.xml,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,90.0,1.0,1.0,1.0,1.0
2009_EML,00056-metadata.xml,1.0,21.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,282.0,0.0,0.0,0.0,1.0
2009_EML,00057-metadata.xml,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,68.0,0.0,0.0,0.0,1.0
2009_EML,00058-metadata.xml,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,1.0
2009_EML,00059-metadata.xml,1.0,17.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,1.0
2009_EML,00060-metadata.xml,1.0,18.0,1.0,5.0,5.0,0.0,5.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,366.0,1.0,1.0,1.0,10.0
2009_EML,00061-metadata.xml,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0
2009_EML,00062-metadata.xml,1.0,18.0,1.0,5.0,5.0,0.0,5.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,366.0,1.0,1.0,1.0,10.0
2009_EML,00063-metadata.xml,1.0,9.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,108.0,1.0,1.0,1.0,1.0
2009_EML,00064-metadata.xml,1.0,19.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,158.0,1.0,1.0,1.0,1.0
2009_EML,00065-metadata.xml,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,11.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,371.0,0.0,0.0,0.0,1.0
2009_EML,00066-metadata.xml,1.0,43.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,22.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,275.0,1.0,1.0,1.0,1.0
2009_EML,00067-metadata.xml,1.0,8.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,181.0,1.0,1.0,1.0,1.0
2009_EML,00068-metadata.xml,1.0,89.0,3.0,5.0,5.0,0.0,5.0,5.0,33.0,3.0,3.0,1.0,33.0,1.0,3.0,3.0,1.0,33.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,31.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,31.0,33.0,1.0,0.0,0.0,1.0,875.0,30.0,30.0,1.0,33.0
2009_EML,00069-metadata.xml,1.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,153.0,0.0,0.0,0.0,1.0
2009_EML,00070-metadata.xml,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,1.0
2009_EML,00071-metadata.xml,1.0,18.0,1.0,5.0,5.0,0.0,5.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,366.0,1.0,1.0,1.0,10.0
2009_EML,00072-metadata.xml,1.0,41.0,2.0,5.0,5.0,0.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,15.0,25.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,490.0,1.0,1.0,1.0,1.0
2009_EML,00073-metadata.xml,1.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,129.0,1.0,1.0,1.0,1.0
2009_EML,00074-metadata.xml,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,0.0,0.0,0.0,1.0
2009_EML,00075-metadata.xml,1.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,401.0,0.0,0.0,0.0,2.0
2009_EML,00076-metadata.xml,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,142.0,0.0,0.0,0.0,1.0
2009_EML,00077-metadata.xml,1.0,41.0,2.0,5.0,5.0,0.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,15.0,25.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,492.0,1.0,1.0,1.0,1.0
2009_EML,00078-metadata.xml,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,0.0,0.0,0.0,1.0
2009_EML,00079-metadata.xml,1.0,89.0,3.0,5.0,5.0,0.0,5.0,5.0,33.0,3.0,3.0,1.0,33.0,1.0,3.0,3.0,1.0,33.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,31.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,31.0,33.0,1.0,0.0,0.0,1.0,875.0,30.0,30.0,1.0,33.0
2009_EML,00080-metadata.xml,1.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,337.0,0.0,0.0,0.0,2.0
2009_EML,00081-metadata.xml,1.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,223.0,0.0,0.0,0.0,1.0
2009_EML,00082-metadata.xml,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,14.0,5.0,1.0,2.0,1.0,1.0,1.0,7.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,396.0,0.0,0.0,0.0,2.0
2009_EML,00083-metadata.xml,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,1.0
2009_EML,00084-metadata.xml,1.0,18.0,1.0,5.0,5.0,0.0,5.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,366.0,1.0,1.0,1.0,10.0
2009_EML,00085-metadata.xml,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,1.0
